chrom	start	stop	countsAccessPos	singleton	LBVwil	LPdom	LPfor	shared
2R	420001	620000	190899	964	470.0	146.0	159.0	4144
2R	440001	640000	190162	921	478.0	135.0	150.0	4125
2R	460001	660000	189726	904	506.0	153.0	174.0	4250
2R	480001	680000	186777	910	477.0	149.0	181.0	4423
2R	500001	700000	186820	913	466.0	152.0	170.0	4691
2R	520001	720000	177429	926	453.0	144.0	155.0	4696
2R	540001	740000	173973	1007	403.0	132.0	165.0	4900
2R	560001	760000	169891	976	360.0	131.0	172.0	4837
2R	580001	780000	166968	980	341.0	126.0	153.0	4771
2R	600001	800000	166167	1007	342.0	140.0	171.0	4907
2R	620001	820000	163993	1091	353.0	180.0	177.0	4953
2R	640001	840000	163577	1205	400.0	217.0	237.0	5444
2R	660001	860000	152890	1209	393.0	200.0	221.0	5253
2R	680001	880000	152651	1320	438.0	205.0	239.0	5346
2R	700001	900000	153511	1351	496.0	199.0	247.0	5217
2R	720001	920000	162976	1407	527.0	208.0	280.0	5326
2R	740001	940000	166835	1452	571.0	225.0	272.0	5309
2R	760001	960000	170911	1603	620.0	247.0	296.0	5571
2R	780001	980000	172617	1695	655.0	285.0	328.0	5854
2R	800001	1000000	172456	1769	684.0	280.0	339.0	5809
2R	820001	1020000	174539	1816	754.0	249.0	344.0	5898
2R	840001	1040000	174237	1782	750.0	227.0	295.0	5685
2R	860001	1060000	183164	1787	771.0	248.0	300.0	5852
2R	880001	1080000	186487	1746	799.0	274.0	315.0	5771
2R	900001	1100000	185227	1705	772.0	276.0	298.0	5754
2R	920001	1120000	184489	1787	791.0	293.0	262.0	5898
2R	940001	1140000	184705	1762	754.0	301.0	253.0	5791
2R	960001	1160000	183723	1650	729.0	301.0	220.0	5526
2R	980001	1180000	181468	1492	680.0	260.0	186.0	5099
2R	1000001	1200000	181599	1371	627.0	271.0	151.0	4881
2R	1020001	1220000	182035	1283	564.0	275.0	145.0	4915
2R	1040001	1240000	178776	1207	564.0	261.0	121.0	4613
2R	1060001	1260000	175767	1166	539.0	250.0	115.0	4423
2R	1080001	1280000	172944	1101	476.0	219.0	76.0	4220
2R	1100001	1300000	172725	1172	477.0	223.0	105.0	4277
2R	1120001	1320000	171998	1106	492.0	227.0	136.0	4187
2R	1140001	1340000	171616	1123	516.0	218.0	139.0	4244
2R	1160001	1360000	170782	1177	508.0	199.0	160.0	4367
2R	1180001	1380000	169602	1297	532.0	198.0	188.0	4566
2R	1200001	1400000	169857	1327	562.0	185.0	185.0	4788
2R	1220001	1420000	169629	1348	570.0	172.0	183.0	4815
2R	1240001	1440000	173896	1476	540.0	167.0	203.0	5184
2R	1260001	1460000	177223	1535	555.0	155.0	203.0	5503
2R	1280001	1480000	180054	1547	551.0	154.0	224.0	5806
2R	1300001	1500000	181492	1436	518.0	176.0	199.0	5741
2R	1320001	1520000	183630	1375	496.0	161.0	172.0	5789
2R	1340001	1540000	183325	1306	464.0	170.0	167.0	5853
2R	1360001	1560000	181766	1338	487.0	181.0	150.0	6137
2R	1380001	1580000	185810	1371	507.0	186.0	136.0	6364
2R	1400001	1600000	184258	1377	477.0	194.0	133.0	6279
2R	1420001	1620000	181928	1303	455.0	196.0	120.0	6118
2R	1440001	1640000	173898	1165	451.0	195.0	100.0	5931
2R	1460001	1660000	174838	1131	449.0	191.0	99.0	5991
2R	1480001	1680000	172367	1167	492.0	186.0	101.0	6105
2R	1500001	1700000	169777	1197	546.0	151.0	100.0	6149
2R	1520001	1720000	166230	1189	556.0	148.0	96.0	6059
2R	1540001	1740000	162188	1159	596.0	130.0	94.0	5863
2R	1560001	1760000	161048	1111	631.0	118.0	90.0	5612
2R	1580001	1780000	158680	1019	620.0	121.0	90.0	5510
2R	1600001	1800000	159865	1037	672.0	101.0	121.0	5655
2R	1620001	1820000	161117	1078	694.0	96.0	125.0	5669
2R	1640001	1840000	167086	1137	713.0	102.0	127.0	5645
2R	1660001	1860000	166102	1152	729.0	117.0	135.0	5425
2R	1680001	1880000	168613	1225	754.0	116.0	129.0	5496
2R	1700001	1900000	166392	1250	734.0	117.0	142.0	5310
2R	1720001	1920000	166158	1359	749.0	125.0	147.0	5367
2R	1740001	1940000	167381	1453	737.0	122.0	175.0	5494
2R	1760001	1960000	162317	1386	668.0	121.0	188.0	5175
2R	1780001	1980000	160417	1395	644.0	125.0	193.0	4997
2R	1800001	2000000	151728	1344	584.0	147.0	182.0	4698
2R	1820001	2020000	152299	1444	571.0	168.0	197.0	4747
2R	1840001	2040000	152260	1390	523.0	172.0	201.0	4724
2R	1860001	2060000	152390	1389	500.0	186.0	201.0	4785
2R	1880001	2080000	150969	1355	450.0	185.0	198.0	4587
2R	1900001	2100000	151579	1308	411.0	179.0	199.0	4638
2R	1920001	2120000	151326	1247	377.0	166.0	197.0	4706
2R	1940001	2140000	154078	1163	384.0	172.0	174.0	4672
2R	1960001	2160000	162765	1166	397.0	200.0	171.0	4878
2R	1980001	2180000	164604	1144	387.0	219.0	174.0	4905
2R	2000001	2200000	168825	1125	380.0	215.0	173.0	4972
2R	2020001	2220000	167816	1010	373.0	216.0	176.0	4831
2R	2040001	2240000	168088	1106	396.0	239.0	182.0	4823
2R	2060001	2260000	167811	1087	398.0	257.0	212.0	4752
2R	2080001	2280000	168807	1022	400.0	347.0	240.0	4817
2R	2100001	2300000	172062	1054	418.0	392.0	242.0	4847
2R	2120001	2320000	175618	1070	415.0	433.0	249.0	4824
2R	2140001	2340000	176630	1169	409.0	479.0	259.0	4986
2R	2160001	2360000	177374	1286	411.0	498.0	254.0	5149
2R	2180001	2380000	178773	1333	406.0	510.0	248.0	5114
2R	2200001	2400000	184174	1422	424.0	526.0	234.0	5229
2R	2220001	2420000	186069	1527	437.0	502.0	219.0	5478
2R	2240001	2440000	188028	1605	456.0	485.0	234.0	5785
2R	2260001	2460000	188919	1675	460.0	452.0	195.0	5867
2R	2280001	2480000	188308	1727	461.0	373.0	151.0	5778
2R	2300001	2500000	189207	1803	489.0	360.0	130.0	6101
2R	2320001	2520000	188068	1833	493.0	324.0	126.0	6196
2R	2340001	2540000	188078	1772	467.0	281.0	109.0	6048
2R	2360001	2560000	188314	1784	509.0	239.0	117.0	6154
2R	2380001	2580000	188976	1938	619.0	214.0	146.0	6501
2R	2400001	2600000	189068	1989	681.0	187.0	153.0	6640
2R	2420001	2620000	187442	1982	706.0	202.0	158.0	6576
2R	2440001	2640000	186570	1817	687.0	197.0	153.0	6340
2R	2460001	2660000	187171	1737	697.0	198.0	168.0	6324
2R	2480001	2680000	183400	1673	694.0	199.0	178.0	6213
2R	2500001	2700000	180046	1611	703.0	185.0	183.0	5852
2R	2520001	2720000	179277	1551	714.0	209.0	185.0	5638
2R	2540001	2740000	175347	1531	738.0	214.0	203.0	5598
2R	2560001	2760000	173322	1490	742.0	238.0	213.0	5559
2R	2580001	2780000	171671	1335	674.0	226.0	184.0	5391
2R	2600001	2800000	169484	1262	648.0	224.0	181.0	5217
2R	2620001	2820000	167962	1187	633.0	239.0	177.0	5189
2R	2640001	2840000	167364	1247	664.0	276.0	179.0	5269
2R	2660001	2860000	159200	1238	628.0	275.0	174.0	5081
2R	2680001	2880000	157529	1295	627.0	289.0	167.0	5103
2R	2700001	2900000	160392	1348	651.0	341.0	215.0	5366
2R	2720001	2920000	162417	1436	638.0	367.0	229.0	5541
2R	2740001	2940000	166582	1617	673.0	405.0	252.0	5815
2R	2760001	2960000	162106	1596	629.0	385.0	250.0	5567
2R	2780001	2980000	161842	1664	628.0	441.0	270.0	5651
2R	2800001	3000000	164150	1712	597.0	463.0	289.0	5843
2R	2820001	3020000	162903	1708	572.0	450.0	284.0	5856
2R	2840001	3040000	158824	1677	555.0	430.0	273.0	5713
2R	2860001	3060000	161741	1689	569.0	444.0	286.0	5830
2R	2880001	3080000	162755	1636	582.0	426.0	309.0	5863
2R	2900001	3100000	160195	1649	548.0	361.0	273.0	5769
2R	2920001	3120000	159811	1622	530.0	310.0	269.0	5822
2R	2940001	3140000	159017	1585	487.0	277.0	266.0	5833
2R	2960001	3160000	164559	1621	498.0	280.0	282.0	6245
2R	2980001	3180000	165349	1621	506.0	229.0	287.0	6325
2R	3000001	3200000	158638	1546	501.0	205.0	273.0	6037
2R	3020001	3220000	143751	1416	460.0	182.0	261.0	5446
2R	3040001	3240000	130311	1297	406.0	150.0	246.0	4972
2R	3060001	3260000	124354	1242	379.0	128.0	222.0	4781
2R	3080001	3280000	125986	1197	375.0	139.0	209.0	4661
2R	3100001	3300000	127875	1181	366.0	176.0	211.0	4688
2R	3120001	3320000	128185	1214	415.0	204.0	238.0	4745
2R	3140001	3340000	126931	1128	447.0	238.0	222.0	4548
2R	3160001	3360000	122491	1086	506.0	257.0	234.0	4326
2R	3180001	3380000	122837	1026	532.0	272.0	217.0	4181
2R	3200001	3400000	125800	1006	595.0	281.0	208.0	4371
2R	3220001	3420000	142179	1113	663.0	291.0	208.0	4875
2R	3240001	3440000	156919	1243	760.0	320.0	223.0	5569
2R	3260001	3460000	151678	1216	758.0	314.0	221.0	5424
2R	3280001	3480000	141029	1201	718.0	292.0	204.0	5179
2R	3300001	3500000	125086	1041	674.0	248.0	183.0	4593
2R	3320001	3520000	109569	848	601.0	204.0	134.0	3906
2R	3340001	3540000	94800	704	528.0	142.0	110.0	3410
2R	3360001	3560000	85082	638	441.0	104.0	61.0	3039
2R	3380001	3580000	69641	524	363.0	71.0	38.0	2599
2R	3400001	3600000	59053	469	298.0	48.0	41.0	2213
2R	3420001	3620000	43407	369	237.0	38.0	44.0	1732
2R	3440001	3640000	29582	244	144.0	9.0	33.0	1081
2R	3460001	3660000	40680	344	185.0	8.0	50.0	1494
2R	3480001	3680000	54108	463	274.0	24.0	115.0	2201
2R	3500001	3700000	68155	581	385.0	36.0	134.0	2880
2R	3520001	3720000	83244	719	489.0	39.0	157.0	3601
2R	3540001	3740000	98307	877	590.0	56.0	179.0	4296
2R	3560001	3760000	112294	1046	680.0	100.0	241.0	5018
2R	3580001	3780000	127899	1139	788.0	113.0	282.0	5589
2R	3600001	3800000	141580	1334	864.0	127.0	317.0	6243
2R	3620001	3820000	156723	1444	945.0	140.0	358.0	6897
2R	3640001	3840000	174338	1599	1060.0	156.0	389.0	7457
2R	3660001	3860000	178576	1597	1112.0	159.0	392.0	7378
2R	3680001	3880000	176148	1529	1079.0	147.0	340.0	7032
2R	3700001	3900000	174464	1525	1014.0	146.0	335.0	6849
2R	3720001	3920000	175138	1723	1013.0	171.0	346.0	6928
2R	3740001	3940000	176262	1718	1008.0	187.0	346.0	6792
2R	3760001	3960000	176571	1742	1033.0	196.0	305.0	6859
2R	3780001	3980000	177243	1928	1042.0	204.0	286.0	7107
2R	3800001	4000000	177443	1904	1016.0	197.0	284.0	7152
2R	3820001	4020000	179422	1911	982.0	196.0	259.0	6974
2R	3840001	4040000	177712	1882	932.0	196.0	258.0	7016
2R	3860001	4060000	173777	1880	881.0	204.0	264.0	7094
2R	3880001	4080000	175817	1923	847.0	218.0	272.0	6931
2R	3900001	4100000	175369	1826	809.0	211.0	266.0	6550
2R	3920001	4120000	173304	1544	748.0	184.0	248.0	5981
2R	3940001	4140000	166567	1478	705.0	153.0	255.0	5759
2R	3960001	4160000	165697	1331	598.0	108.0	259.0	5152
2R	3980001	4180000	165122	1208	508.0	94.0	278.0	4735
2R	4000001	4200000	165503	1137	489.0	114.0	253.0	4519
2R	4020001	4220000	162175	1087	452.0	110.0	245.0	4379
2R	4040001	4240000	162828	1137	428.0	125.0	252.0	4293
2R	4060001	4260000	166419	1165	407.0	139.0	243.0	4375
2R	4080001	4280000	167552	1230	420.0	147.0	268.0	4821
2R	4100001	4300000	171574	1385	443.0	191.0	294.0	5233
2R	4120001	4320000	171803	1499	430.0	225.0	314.0	5545
2R	4140001	4340000	176296	1540	392.0	254.0	334.0	5558
2R	4160001	4360000	176929	1576	406.0	273.0	344.0	5688
2R	4180001	4380000	175830	1621	410.0	296.0	325.0	5776
2R	4200001	4400000	173346	1644	386.0	305.0	340.0	5689
2R	4220001	4420000	175196	1712	421.0	320.0	341.0	5912
2R	4240001	4440000	172775	1681	418.0	304.0	308.0	5846
2R	4260001	4460000	170668	1690	400.0	295.0	301.0	5672
2R	4280001	4480000	167672	1614	383.0	279.0	266.0	5382
2R	4300001	4500000	161815	1592	359.0	254.0	241.0	5186
2R	4320001	4520000	162751	1615	354.0	254.0	214.0	5172
2R	4340001	4540000	163876	1663	363.0	251.0	193.0	5371
2R	4360001	4560000	160992	1813	355.0	257.0	172.0	5575
2R	4380001	4580000	160195	1703	328.0	239.0	156.0	5439
2R	4400001	4600000	160812	1692	342.0	221.0	136.0	5517
2R	4420001	4620000	161704	1719	379.0	220.0	154.0	5660
2R	4440001	4640000	162680	1717	391.0	242.0	158.0	5658
2R	4460001	4660000	161194	1658	409.0	243.0	160.0	5458
2R	4480001	4680000	160688	1631	410.0	261.0	180.0	5259
2R	4500001	4700000	165546	1534	423.0	248.0	187.0	5110
2R	4520001	4720000	165700	1436	433.0	226.0	191.0	4909
2R	4540001	4740000	166304	1299	417.0	202.0	168.0	4459
2R	4560001	4760000	167693	1082	398.0	173.0	167.0	4102
2R	4580001	4780000	168951	1134	409.0	188.0	193.0	4061
2R	4600001	4800000	168788	1069	371.0	187.0	185.0	3789
2R	4620001	4820000	165912	938	294.0	167.0	159.0	3305
2R	4640001	4840000	163602	880	281.0	139.0	150.0	3123
2R	4660001	4860000	167022	917	296.0	158.0	170.0	3367
2R	4680001	4880000	167229	915	302.0	129.0	147.0	3375
2R	4700001	4900000	165093	969	303.0	141.0	148.0	3536
2R	4720001	4920000	158980	985	299.0	141.0	141.0	3538
2R	4740001	4940000	154600	1008	297.0	146.0	136.0	3619
2R	4760001	4960000	153191	1062	308.0	162.0	139.0	3659
2R	4780001	4980000	139149	906	282.0	138.0	105.0	3274
2R	4800001	5000000	130735	886	285.0	128.0	101.0	3113
2R	4820001	5020000	130372	964	311.0	138.0	107.0	3225
2R	4840001	5040000	121176	920	290.0	134.0	107.0	3034
2R	4860001	5060000	113317	892	271.0	113.0	83.0	2866
2R	4880001	5080000	101818	876	254.0	117.0	87.0	2726
2R	4900001	5100000	92877	832	229.0	102.0	83.0	2537
2R	4920001	5120000	92700	858	234.0	103.0	114.0	2619
2R	4940001	5140000	88890	834	233.0	99.0	124.0	2560
2R	4960001	5160000	92168	983	245.0	91.0	153.0	2882
2R	4980001	5180000	107056	1182	300.0	103.0	197.0	3561
2R	5000001	5200000	114328	1233	307.0	102.0	208.0	3854
2R	5020001	5220000	111497	1184	290.0	98.0	210.0	3852
2R	5040001	5240000	121945	1239	304.0	107.0	217.0	4153
2R	5060001	5260000	130442	1276	301.0	100.0	217.0	4193
2R	5080001	5280000	145122	1311	318.0	111.0	219.0	4477
2R	5100001	5300000	157325	1343	353.0	128.0	214.0	4726
2R	5120001	5320000	163286	1339	365.0	152.0	198.0	4841
2R	5140001	5340000	170799	1446	397.0	160.0	223.0	5240
2R	5160001	5360000	170433	1280	415.0	163.0	214.0	4894
2R	5180001	5380000	169534	1224	407.0	183.0	194.0	4701
2R	5200001	5400000	169285	1176	399.0	218.0	183.0	4464
2R	5220001	5420000	175915	1208	428.0	240.0	181.0	4551
2R	5240001	5440000	174713	1209	455.0	250.0	186.0	4717
2R	5260001	5460000	171912	1151	508.0	258.0	178.0	4875
2R	5280001	5480000	168605	1131	493.0	249.0	179.0	4699
2R	5300001	5500000	165925	1093	489.0	237.0	179.0	4561
2R	5320001	5520000	165051	1021	501.0	203.0	160.0	4378
2R	5340001	5540000	159565	891	478.0	191.0	132.0	3979
2R	5360001	5560000	156787	871	457.0	187.0	112.0	4001
2R	5380001	5580000	154878	853	475.0	161.0	127.0	4014
2R	5400001	5600000	156687	963	504.0	130.0	150.0	4302
2R	5420001	5620000	156491	1025	491.0	118.0	147.0	4427
2R	5440001	5640000	158465	1081	461.0	133.0	150.0	4340
2R	5460001	5660000	161078	1191	429.0	145.0	157.0	4298
2R	5480001	5680000	162475	1261	444.0	154.0	157.0	4478
2R	5500001	5700000	164873	1354	470.0	177.0	165.0	4804
2R	5520001	5720000	160944	1357	439.0	196.0	167.0	4751
2R	5540001	5740000	166634	1470	460.0	217.0	187.0	5203
2R	5560001	5760000	166662	1497	468.0	227.0	185.0	5133
2R	5580001	5780000	167643	1468	492.0	242.0	179.0	5153
2R	5600001	5800000	166084	1403	499.0	248.0	180.0	5111
2R	5620001	5820000	161793	1293	478.0	234.0	202.0	4858
2R	5640001	5840000	162028	1221	502.0	201.0	221.0	4801
2R	5660001	5860000	161719	1137	516.0	170.0	234.0	4841
2R	5680001	5880000	161141	1199	589.0	165.0	286.0	5080
2R	5700001	5900000	157154	1219	616.0	137.0	286.0	5079
2R	5720001	5920000	157588	1319	612.0	126.0	307.0	5296
2R	5740001	5940000	156600	1358	628.0	118.0	293.0	5205
2R	5760001	5960000	158519	1350	613.0	102.0	312.0	5339
2R	5780001	5980000	158049	1438	586.0	86.0	329.0	5411
2R	5800001	6000000	156942	1442	583.0	82.0	315.0	5439
2R	5820001	6020000	161625	1606	665.0	97.0	294.0	5905
2R	5840001	6040000	164243	1630	653.0	103.0	297.0	6022
2R	5860001	6060000	164776	1643	649.0	109.0	291.0	6066
2R	5880001	6080000	166111	1508	565.0	95.0	252.0	5675
2R	5900001	6100000	170178	1438	502.0	91.0	260.0	5484
2R	5920001	6120000	174871	1352	505.0	82.0	253.0	5390
2R	5940001	6140000	172741	1296	527.0	77.0	252.0	5454
2R	5960001	6160000	170961	1357	517.0	84.0	225.0	5572
2R	5980001	6180000	164519	1254	471.0	86.0	181.0	5267
2R	6000001	6200000	162448	1227	478.0	94.0	175.0	5160
2R	6020001	6220000	158555	1096	410.0	97.0	170.0	4985
2R	6040001	6240000	153898	1110	410.0	107.0	147.0	4900
2R	6060001	6260000	146912	1067	373.0	120.0	142.0	4746
2R	6080001	6280000	147402	1169	402.0	142.0	137.0	5104
2R	6100001	6300000	145184	1196	416.0	152.0	123.0	5164
2R	6120001	6320000	144546	1239	425.0	171.0	114.0	5185
2R	6140001	6340000	145964	1220	374.0	180.0	109.0	5032
2R	6160001	6360000	145035	1135	380.0	179.0	109.0	4846
2R	6180001	6380000	145914	1096	372.0	177.0	106.0	4704
2R	6200001	6400000	147579	1145	366.0	192.0	105.0	4744
2R	6220001	6420000	148503	1156	370.0	190.0	108.0	4587
2R	6240001	6440000	148053	1158	366.0	181.0	101.0	4500
2R	6260001	6460000	147151	1192	356.0	171.0	102.0	4367
2R	6280001	6480000	140008	1049	304.0	159.0	87.0	3914
2R	6300001	6500000	138795	1036	275.0	167.0	79.0	3813
2R	6320001	6520000	133063	991	271.0	171.0	86.0	3670
2R	6340001	6540000	126958	966	298.0	173.0	94.0	3669
2R	6360001	6560000	122590	941	284.0	166.0	97.0	3504
2R	6380001	6580000	125534	1046	295.0	189.0	117.0	3828
2R	6400001	6600000	128140	1211	297.0	182.0	123.0	4109
2R	6420001	6620000	129690	1324	301.0	175.0	130.0	4346
2R	6440001	6640000	133574	1440	299.0	181.0	121.0	4670
2R	6460001	6660000	128681	1371	295.0	173.0	112.0	4631
2R	6480001	6680000	132028	1504	323.0	173.0	132.0	5059
2R	6500001	6700000	128217	1489	328.0	160.0	146.0	4962
2R	6520001	6720000	129557	1475	306.0	154.0	145.0	4929
2R	6540001	6740000	136753	1549	359.0	157.0	149.0	4968
2R	6560001	6760000	138709	1532	367.0	164.0	141.0	4987
2R	6580001	6780000	135817	1425	362.0	143.0	125.0	4690
2R	6600001	6800000	133227	1217	376.0	125.0	129.0	4567
2R	6620001	6820000	133521	1177	395.0	125.0	137.0	4540
2R	6640001	6840000	131465	1042	418.0	127.0	156.0	4262
2R	6660001	6860000	140623	1147	503.0	145.0	156.0	4569
2R	6680001	6880000	144355	1119	562.0	140.0	136.0	4554
2R	6700001	6900000	152099	1139	617.0	134.0	135.0	4712
2R	6720001	6920000	149759	1139	647.0	117.0	134.0	4763
2R	6740001	6940000	139035	1020	545.0	94.0	119.0	4399
2R	6760001	6960000	143047	1096	569.0	85.0	130.0	4683
2R	6780001	6980000	150101	1158	628.0	75.0	157.0	5120
2R	6800001	7000000	148456	1174	605.0	77.0	152.0	5015
2R	6820001	7020000	148476	1106	587.0	71.0	157.0	4993
2R	6840001	7040000	147709	1087	561.0	54.0	142.0	5052
2R	6860001	7060000	146772	1030	501.0	36.0	142.0	4983
2R	6880001	7080000	144588	1023	453.0	32.0	143.0	5049
2R	6900001	7100000	143366	1046	431.0	39.0	161.0	5271
2R	6920001	7120000	151507	1099	444.0	67.0	176.0	5523
2R	6940001	7140000	158395	1191	484.0	91.0	191.0	5934
2R	6960001	7160000	157766	1134	469.0	101.0	183.0	5749
2R	6980001	7180000	159729	1122	437.0	111.0	157.0	5493
2R	7000001	7200000	161791	1109	415.0	114.0	154.0	5392
2R	7020001	7220000	162622	1145	461.0	118.0	135.0	5330
2R	7040001	7240000	163268	1210	470.0	124.0	153.0	5392
2R	7060001	7260000	168346	1211	485.0	139.0	152.0	5390
2R	7080001	7280000	170397	1145	475.0	157.0	145.0	5010
2R	7100001	7300000	165940	1098	446.0	151.0	113.0	4610
2R	7120001	7320000	158669	1069	414.0	136.0	91.0	4273
2R	7140001	7340000	157877	1065	391.0	116.0	84.0	4056
2R	7160001	7360000	156178	1139	402.0	114.0	99.0	4190
2R	7180001	7380000	150495	1162	397.0	119.0	126.0	4253
2R	7200001	7400000	150569	1175	414.0	114.0	143.0	4271
2R	7220001	7420000	149875	1190	402.0	136.0	171.0	4222
2R	7240001	7440000	151818	1214	430.0	189.0	193.0	4222
2R	7260001	7460000	150769	1243	448.0	207.0	207.0	4225
2R	7280001	7480000	150350	1298	466.0	203.0	223.0	4395
2R	7300001	7500000	153917	1276	498.0	217.0	239.0	4548
2R	7320001	7520000	154096	1257	522.0	213.0	241.0	4587
2R	7340001	7540000	156123	1256	535.0	220.0	235.0	4621
2R	7360001	7560000	157794	1224	530.0	228.0	221.0	4425
2R	7380001	7580000	159908	1220	511.0	228.0	195.0	4312
2R	7400001	7600000	163070	1257	501.0	228.0	176.0	4293
2R	7420001	7620000	163549	1202	464.0	205.0	150.0	4151
2R	7440001	7640000	163558	1158	437.0	153.0	124.0	4056
2R	7460001	7660000	156406	1116	397.0	126.0	115.0	3858
2R	7480001	7680000	157083	1113	396.0	155.0	118.0	3897
2R	7500001	7700000	155253	1107	381.0	154.0	122.0	3821
2R	7520001	7720000	160408	1183	383.0	157.0	132.0	3993
2R	7540001	7740000	162447	1213	379.0	149.0	145.0	4056
2R	7560001	7760000	163422	1239	380.0	147.0	151.0	4256
2R	7580001	7780000	158951	1195	374.0	139.0	156.0	4192
2R	7600001	7800000	157332	1137	374.0	134.0	166.0	4258
2R	7620001	7820000	154458	1114	351.0	134.0	182.0	4197
2R	7640001	7840000	155534	1043	317.0	124.0	179.0	4068
2R	7660001	7860000	162856	1044	322.0	126.0	182.0	4151
2R	7680001	7880000	163053	1003	313.0	96.0	173.0	3977
2R	7700001	7900000	166536	1049	296.0	99.0	157.0	4104
2R	7720001	7920000	164441	982	282.0	94.0	158.0	3952
2R	7740001	7940000	164019	889	263.0	109.0	165.0	3878
2R	7760001	7960000	162536	853	253.0	115.0	193.0	3798
2R	7780001	7980000	166370	885	273.0	140.0	205.0	3859
2R	7800001	8000000	167214	879	280.0	161.0	202.0	3873
2R	7820001	8020000	169251	907	300.0	170.0	179.0	3964
2R	7840001	8040000	166529	972	321.0	187.0	167.0	4092
2R	7860001	8060000	161895	943	317.0	184.0	156.0	4002
2R	7880001	8080000	161149	1015	337.0	177.0	166.0	4113
2R	7900001	8100000	161702	1093	372.0	163.0	192.0	4215
2R	7920001	8120000	166051	1212	387.0	156.0	179.0	4549
2R	7940001	8140000	168412	1359	449.0	138.0	181.0	4974
2R	7960001	8160000	168665	1426	468.0	117.0	167.0	5195
2R	7980001	8180000	171170	1501	526.0	86.0	176.0	5557
2R	8000001	8200000	172926	1575	616.0	65.0	197.0	5751
2R	8020001	8220000	172895	1604	686.0	54.0	211.0	5974
2R	8040001	8240000	170259	1599	691.0	39.0	223.0	6001
2R	8060001	8260000	173607	1638	725.0	33.0	235.0	6092
2R	8080001	8280000	174626	1595	695.0	26.0	228.0	6088
2R	8100001	8300000	172710	1462	658.0	22.0	210.0	5833
2R	8120001	8320000	170563	1317	638.0	27.0	267.0	5535
2R	8140001	8340000	169132	1158	600.0	29.0	263.0	5109
2R	8160001	8360000	169162	1053	614.0	29.0	257.0	4879
2R	8180001	8380000	163728	905	544.0	28.0	235.0	4423
2R	8200001	8400000	162461	844	478.0	28.0	218.0	4149
2R	8220001	8420000	162134	818	415.0	53.0	218.0	3920
2R	8240001	8440000	166038	775	406.0	56.0	216.0	3822
2R	8260001	8460000	165745	763	406.0	67.0	208.0	3859
2R	8280001	8480000	162601	717	417.0	76.0	198.0	3608
2R	8300001	8500000	163685	775	444.0	86.0	193.0	3626
2R	8320001	8520000	163942	781	432.0	87.0	134.0	3451
2R	8340001	8540000	164492	813	450.0	106.0	116.0	3477
2R	8360001	8560000	167897	879	468.0	116.0	103.0	3464
2R	8380001	8580000	172738	1037	534.0	133.0	101.0	3786
2R	8400001	8600000	172440	1097	577.0	136.0	105.0	3915
2R	8420001	8620000	174051	1132	603.0	111.0	119.0	4104
2R	8440001	8640000	167935	1141	606.0	120.0	112.0	4002
2R	8460001	8660000	161569	1101	563.0	115.0	111.0	3805
2R	8480001	8680000	163614	1184	576.0	131.0	140.0	4074
2R	8500001	8700000	160961	1283	595.0	144.0	171.0	4531
2R	8520001	8720000	161271	1436	618.0	149.0	181.0	5019
2R	8540001	8740000	161840	1526	586.0	176.0	210.0	5267
2R	8560001	8760000	160748	1544	539.0	209.0	232.0	5444
2R	8580001	8780000	158568	1474	483.0	231.0	260.0	5314
2R	8600001	8800000	158991	1440	443.0	265.0	263.0	5432
2R	8620001	8820000	155877	1430	408.0	288.0	254.0	5455
2R	8640001	8840000	159815	1494	408.0	298.0	254.0	5705
2R	8660001	8860000	165129	1551	421.0	304.0	265.0	5842
2R	8680001	8880000	162160	1470	385.0	286.0	236.0	5582
2R	8700001	8900000	162728	1362	366.0	293.0	216.0	5274
2R	8720001	8920000	160411	1243	362.0	306.0	215.0	5072
2R	8740001	8940000	159550	1199	378.0	293.0	219.0	4985
2R	8760001	8960000	157687	1206	373.0	272.0	210.0	5055
2R	8780001	8980000	156551	1273	373.0	268.0	196.0	5208
2R	8800001	9000000	151949	1280	361.0	256.0	190.0	5016
2R	8820001	9020000	152092	1264	381.0	239.0	202.0	5075
2R	8840001	9040000	146614	1203	374.0	216.0	208.0	4859
2R	8860001	9060000	149116	1207	369.0	205.0	229.0	4990
2R	8880001	9080000	148937	1163	361.0	198.0	237.0	4922
2R	8900001	9100000	150283	1113	366.0	170.0	240.0	4785
2R	8920001	9120000	147764	1087	346.0	150.0	234.0	4535
2R	8940001	9140000	148947	1146	351.0	125.0	232.0	4504
2R	8960001	9160000	149325	1156	371.0	109.0	226.0	4414
2R	8980001	9180000	146949	1117	389.0	81.0	214.0	4295
2R	9000001	9200000	142308	1071	359.0	54.0	202.0	4166
2R	9020001	9220000	137068	1047	342.0	47.0	173.0	3755
2R	9040001	9240000	138906	1036	357.0	56.0	180.0	3665
2R	9060001	9260000	139146	1000	360.0	69.0	161.0	3500
2R	9080001	9280000	139716	1121	402.0	112.0	189.0	3976
2R	9100001	9300000	136126	1137	384.0	130.0	191.0	3940
2R	9120001	9320000	140399	1174	414.0	162.0	220.0	4338
2R	9140001	9340000	135293	1145	399.0	167.0	206.0	4255
2R	9160001	9360000	130955	1091	415.0	163.0	216.0	4143
2R	9180001	9380000	135744	1045	405.0	164.0	215.0	4073
